id,uri,label
8e5c6c81b57414ad6629.txt,001/HOUSE_OVERSIGHT_014310.txt,Network & Relationship Mapping
8e5c6c81b57414ad6629.txt,001/HOUSE_OVERSIGHT_014310.txt,Communications Analysis
ed83e654baf13e38a6df.txt,001/HOUSE_OVERSIGHT_014312.txt,Network & Relationship Mapping
ed83e654baf13e38a6df.txt,001/HOUSE_OVERSIGHT_014312.txt,Timeline Reconstruction
ed83e654baf13e38a6df.txt,001/HOUSE_OVERSIGHT_014312.txt,Financial Patterns
ed83e654baf13e38a6df.txt,001/HOUSE_OVERSIGHT_014312.txt,Communications Analysis
ed83e654baf13e38a6df.txt,001/HOUSE_OVERSIGHT_014312.txt,Institutional Interfaces
2d8fbcb4164d9aa10bf7.txt,001/HOUSE_OVERSIGHT_014432.txt,Timeline Reconstruction
2d8fbcb4164d9aa10bf7.txt,001/HOUSE_OVERSIGHT_014432.txt,Legal Strategy Indicators
2d8fbcb4164d9aa10bf7.txt,001/HOUSE_OVERSIGHT_014432.txt,Recruitment & Grooming Patterns
2d8fbcb4164d9aa10bf7.txt,001/HOUSE_OVERSIGHT_014432.txt,Institutional Interfaces
0336ee4c13a1ec371a83.txt,001/HOUSE_OVERSIGHT_014516.txt,Network & Relationship Mapping
0336ee4c13a1ec371a83.txt,001/HOUSE_OVERSIGHT_014516.txt,Timeline Reconstruction
0336ee4c13a1ec371a83.txt,001/HOUSE_OVERSIGHT_014516.txt,Institutional Interfaces
0336ee4c13a1ec371a83.txt,001/HOUSE_OVERSIGHT_014516.txt,Communications Analysis
f4fe816370da56fcdf10.txt,001/HOUSE_OVERSIGHT_014622.txt,Timeline Reconstruction
f4fe816370da56fcdf10.txt,001/HOUSE_OVERSIGHT_014622.txt,Legal Strategy Indicators
f4fe816370da56fcdf10.txt,001/HOUSE_OVERSIGHT_014622.txt,Recruitment & Grooming Patterns
f4fe816370da56fcdf10.txt,001/HOUSE_OVERSIGHT_014622.txt,Institutional Interfaces
1ff28f5a3fcf7d7af740.txt,001/HOUSE_OVERSIGHT_014695.txt,Network & Relationship Mapping
1ff28f5a3fcf7d7af740.txt,001/HOUSE_OVERSIGHT_014695.txt,Timeline Reconstruction
1ff28f5a3fcf7d7af740.txt,001/HOUSE_OVERSIGHT_014695.txt,Logistical Infrastructure
1ff28f5a3fcf7d7af740.txt,001/HOUSE_OVERSIGHT_014695.txt,Institutional Interfaces
272159d77d6acc71beed.txt,001/HOUSE_OVERSIGHT_014721.txt,Timeline Reconstruction
272159d77d6acc71beed.txt,001/HOUSE_OVERSIGHT_014721.txt,Recruitment & Grooming Patterns
272159d77d6acc71beed.txt,001/HOUSE_OVERSIGHT_014721.txt,Legal Strategy Indicators
272159d77d6acc71beed.txt,001/HOUSE_OVERSIGHT_014721.txt,Institutional Interfaces
201d873bea19d51702ce.txt,001/HOUSE_OVERSIGHT_014788.txt,Legal Strategy Indicators
93a0fb9be546df11bf67.txt,001/HOUSE_OVERSIGHT_014857.txt,Network & Relationship Mapping
93a0fb9be546df11bf67.txt,001/HOUSE_OVERSIGHT_014857.txt,Timeline Reconstruction
93a0fb9be546df11bf67.txt,001/HOUSE_OVERSIGHT_014857.txt,Communications Analysis
93a0fb9be546df11bf67.txt,001/HOUSE_OVERSIGHT_014857.txt,Institutional Interfaces
314f9977de157fa0c32b.txt,001/HOUSE_OVERSIGHT_014860.txt,Network & Relationship Mapping
314f9977de157fa0c32b.txt,001/HOUSE_OVERSIGHT_014860.txt,Institutional Interfaces
c2250542f6b3a75e319a.txt,001/HOUSE_OVERSIGHT_015015.txt,Timeline Reconstruction
c2250542f6b3a75e319a.txt,001/HOUSE_OVERSIGHT_015015.txt,Legal Strategy Indicators
c2250542f6b3a75e319a.txt,001/HOUSE_OVERSIGHT_015015.txt,Recruitment & Grooming Patterns
c2250542f6b3a75e319a.txt,001/HOUSE_OVERSIGHT_015015.txt,Network & Relationship Mapping
c2250542f6b3a75e319a.txt,001/HOUSE_OVERSIGHT_015015.txt,Institutional Interfaces
0e44b5be96e802e26c7a.txt,001/HOUSE_OVERSIGHT_015028.txt,Legal Strategy Indicators
0e44b5be96e802e26c7a.txt,001/HOUSE_OVERSIGHT_015028.txt,Institutional Interfaces
26c629d6f382314ec26b.txt,001/HOUSE_OVERSIGHT_015462.txt,Network & Relationship Mapping
26c629d6f382314ec26b.txt,001/HOUSE_OVERSIGHT_015462.txt,Legal Strategy Indicators
26c629d6f382314ec26b.txt,001/HOUSE_OVERSIGHT_015462.txt,Institutional Interfaces
0b38ae410ccad685c36f.txt,001/HOUSE_OVERSIGHT_015590.txt,Network & Relationship Mapping
0b38ae410ccad685c36f.txt,001/HOUSE_OVERSIGHT_015590.txt,Legal Strategy Indicators
0b38ae410ccad685c36f.txt,001/HOUSE_OVERSIGHT_015590.txt,Victim Support Structures
9e410243348c8194a996.txt,001/HOUSE_OVERSIGHT_015672.txt,Network & Relationship Mapping
9e410243348c8194a996.txt,001/HOUSE_OVERSIGHT_015672.txt,Timeline Reconstruction
9e410243348c8194a996.txt,001/HOUSE_OVERSIGHT_015672.txt,Institutional Interfaces
0e8c829b5386c819525c.txt,001/HOUSE_OVERSIGHT_016111.txt,Network & Relationship Mapping
0e8c829b5386c819525c.txt,001/HOUSE_OVERSIGHT_016111.txt,Timeline Reconstruction
0e8c829b5386c819525c.txt,001/HOUSE_OVERSIGHT_016111.txt,Legal Strategy Indicators
0e8c829b5386c819525c.txt,001/HOUSE_OVERSIGHT_016111.txt,Recruitment & Grooming Patterns
0e8c829b5386c819525c.txt,001/HOUSE_OVERSIGHT_016111.txt,Institutional Interfaces
0e8c829b5386c819525c.txt,001/HOUSE_OVERSIGHT_016111.txt,Victim Support Structures
da7340a45d2b782258cf.txt,001/HOUSE_OVERSIGHT_016203.txt,Recruitment & Grooming Patterns
da7340a45d2b782258cf.txt,001/HOUSE_OVERSIGHT_016203.txt,Legal Strategy Indicators
da7340a45d2b782258cf.txt,001/HOUSE_OVERSIGHT_016203.txt,Timeline Reconstruction
da7340a45d2b782258cf.txt,001/HOUSE_OVERSIGHT_016203.txt,Network & Relationship Mapping
da7340a45d2b782258cf.txt,001/HOUSE_OVERSIGHT_016203.txt,Institutional Interfaces
0edd939ada02a31f7afb.txt,001/HOUSE_OVERSIGHT_016218.txt,Communications Analysis
0edd939ada02a31f7afb.txt,001/HOUSE_OVERSIGHT_016218.txt,Network & Relationship Mapping
0edd939ada02a31f7afb.txt,001/HOUSE_OVERSIGHT_016218.txt,Timeline Reconstruction
a5c1e20db479f4ec23cd.txt,001/HOUSE_OVERSIGHT_016413.txt,Network & Relationship Mapping
a5c1e20db479f4ec23cd.txt,001/HOUSE_OVERSIGHT_016413.txt,Timeline Reconstruction
a5c1e20db479f4ec23cd.txt,001/HOUSE_OVERSIGHT_016413.txt,Financial Patterns
19c46a92d6e2ed169148.txt,001/HOUSE_OVERSIGHT_016420.txt,Network & Relationship Mapping
19c46a92d6e2ed169148.txt,001/HOUSE_OVERSIGHT_016420.txt,Legal Strategy Indicators
19c46a92d6e2ed169148.txt,001/HOUSE_OVERSIGHT_016420.txt,Victim Support Structures
19c46a92d6e2ed169148.txt,001/HOUSE_OVERSIGHT_016420.txt,Media Strategy & Public Relations
c83f02ba1ba9b877c356.txt,001/HOUSE_OVERSIGHT_016506.txt,Legal Strategy Indicators
c83f02ba1ba9b877c356.txt,001/HOUSE_OVERSIGHT_016506.txt,Media Strategy & Public Relations
c83f02ba1ba9b877c356.txt,001/HOUSE_OVERSIGHT_016506.txt,Institutional Interfaces
06e93f103dd50cb9a615.txt,001/HOUSE_OVERSIGHT_016508.txt,Recruitment & Grooming Patterns
06e93f103dd50cb9a615.txt,001/HOUSE_OVERSIGHT_016508.txt,Legal Strategy Indicators
06e93f103dd50cb9a615.txt,001/HOUSE_OVERSIGHT_016508.txt,Institutional Interfaces
06e93f103dd50cb9a615.txt,001/HOUSE_OVERSIGHT_016508.txt,Logistical Infrastructure
06e93f103dd50cb9a615.txt,001/HOUSE_OVERSIGHT_016508.txt,Network & Relationship Mapping
06e93f103dd50cb9a615.txt,001/HOUSE_OVERSIGHT_016508.txt,Victim Support Structures
a4ce4bb4cd470c9a35cd.txt,001/HOUSE_OVERSIGHT_016554.txt,Network & Relationship Mapping
a4ce4bb4cd470c9a35cd.txt,001/HOUSE_OVERSIGHT_016554.txt,Timeline Reconstruction
a4ce4bb4cd470c9a35cd.txt,001/HOUSE_OVERSIGHT_016554.txt,Legal Strategy Indicators
a4ce4bb4cd470c9a35cd.txt,001/HOUSE_OVERSIGHT_016554.txt,Logistical Infrastructure
a4ce4bb4cd470c9a35cd.txt,001/HOUSE_OVERSIGHT_016554.txt,Recruitment & Grooming Patterns
a4ce4bb4cd470c9a35cd.txt,001/HOUSE_OVERSIGHT_016554.txt,Institutional Interfaces
3f47703527f7a55f6cab.txt,001/HOUSE_OVERSIGHT_016574.txt,Timeline Reconstruction
3f47703527f7a55f6cab.txt,001/HOUSE_OVERSIGHT_016574.txt,Legal Strategy Indicators
3f47703527f7a55f6cab.txt,001/HOUSE_OVERSIGHT_016574.txt,Recruitment & Grooming Patterns
3f47703527f7a55f6cab.txt,001/HOUSE_OVERSIGHT_016574.txt,Institutional Interfaces
3f47703527f7a55f6cab.txt,001/HOUSE_OVERSIGHT_016574.txt,Victim Support Structures
a7a004300d41948f536a.txt,001/HOUSE_OVERSIGHT_016597.txt,Legal Strategy Indicators
a7a004300d41948f536a.txt,001/HOUSE_OVERSIGHT_016597.txt,Institutional Interfaces
414e62799d1c3e7aaf52.txt,001/HOUSE_OVERSIGHT_016636.txt,Timeline Reconstruction
414e62799d1c3e7aaf52.txt,001/HOUSE_OVERSIGHT_016636.txt,Legal Strategy Indicators
414e62799d1c3e7aaf52.txt,001/HOUSE_OVERSIGHT_016636.txt,Recruitment & Grooming Patterns
691ed8a4791d8f4bab1b.txt,001/HOUSE_OVERSIGHT_016690.txt,Institutional Interfaces
691ed8a4791d8f4bab1b.txt,001/HOUSE_OVERSIGHT_016690.txt,Timeline Reconstruction
54950159ed6fdc6440b9.txt,001/HOUSE_OVERSIGHT_016693.txt,Logistical Infrastructure
3482218be232a0f1b0a0.txt,001/HOUSE_OVERSIGHT_016699.txt,Timeline Reconstruction
3482218be232a0f1b0a0.txt,001/HOUSE_OVERSIGHT_016699.txt,Legal Strategy Indicators
3482218be232a0f1b0a0.txt,001/HOUSE_OVERSIGHT_016699.txt,Recruitment & Grooming Patterns
afd04d6ad2fff0b37419.txt,001/HOUSE_OVERSIGHT_016787.txt,Timeline Reconstruction
afd04d6ad2fff0b37419.txt,001/HOUSE_OVERSIGHT_016787.txt,Legal Strategy Indicators
afd04d6ad2fff0b37419.txt,001/HOUSE_OVERSIGHT_016787.txt,Recruitment & Grooming Patterns
f03c101071d8221b6438.txt,001/HOUSE_OVERSIGHT_016801.txt,Network & Relationship Mapping
f03c101071d8221b6438.txt,001/HOUSE_OVERSIGHT_016801.txt,Institutional Interfaces
f03c101071d8221b6438.txt,001/HOUSE_OVERSIGHT_016801.txt,Communications Analysis
2b0f8b4ce44621bc6de2.txt,001/HOUSE_OVERSIGHT_017088.txt,Timeline Reconstruction
2b0f8b4ce44621bc6de2.txt,001/HOUSE_OVERSIGHT_017088.txt,Legal Strategy Indicators
2b0f8b4ce44621bc6de2.txt,001/HOUSE_OVERSIGHT_017088.txt,Recruitment & Grooming Patterns
2b0f8b4ce44621bc6de2.txt,001/HOUSE_OVERSIGHT_017088.txt,Institutional Interfaces
d745695f04be545a2a66.txt,001/HOUSE_OVERSIGHT_017488.txt,Network & Relationship Mapping
d745695f04be545a2a66.txt,001/HOUSE_OVERSIGHT_017488.txt,Timeline Reconstruction
d745695f04be545a2a66.txt,001/HOUSE_OVERSIGHT_017488.txt,Financial Patterns
d745695f04be545a2a66.txt,001/HOUSE_OVERSIGHT_017488.txt,Legal Strategy Indicators
d745695f04be545a2a66.txt,001/HOUSE_OVERSIGHT_017488.txt,Logistical Infrastructure
d745695f04be545a2a66.txt,001/HOUSE_OVERSIGHT_017488.txt,Communications Analysis
d745695f04be545a2a66.txt,001/HOUSE_OVERSIGHT_017488.txt,Media Strategy & Public Relations
d745695f04be545a2a66.txt,001/HOUSE_OVERSIGHT_017488.txt,Evidence Integrity & Provenance
84cbc4d46c7a9e8073b4.txt,001/HOUSE_OVERSIGHT_017523.txt,Network & Relationship Mapping
84cbc4d46c7a9e8073b4.txt,001/HOUSE_OVERSIGHT_017523.txt,Timeline Reconstruction
84cbc4d46c7a9e8073b4.txt,001/HOUSE_OVERSIGHT_017523.txt,Logistical Infrastructure
84cbc4d46c7a9e8073b4.txt,001/HOUSE_OVERSIGHT_017523.txt,Institutional Interfaces
b125576b2eade2a42abf.txt,001/HOUSE_OVERSIGHT_017524.txt,Network & Relationship Mapping
b125576b2eade2a42abf.txt,001/HOUSE_OVERSIGHT_017524.txt,Timeline Reconstruction
b125576b2eade2a42abf.txt,001/HOUSE_OVERSIGHT_017524.txt,Logistical Infrastructure
b125576b2eade2a42abf.txt,001/HOUSE_OVERSIGHT_017524.txt,Institutional Interfaces
e44072c183784ba5f9f8.txt,001/HOUSE_OVERSIGHT_017574.txt,Network & Relationship Mapping
e44072c183784ba5f9f8.txt,001/HOUSE_OVERSIGHT_017574.txt,Timeline Reconstruction
e44072c183784ba5f9f8.txt,001/HOUSE_OVERSIGHT_017574.txt,Institutional Interfaces
ceae241408a685be9c0c.txt,001/HOUSE_OVERSIGHT_017603.txt,Legal Strategy Indicators
ceae241408a685be9c0c.txt,001/HOUSE_OVERSIGHT_017603.txt,Timeline Reconstruction
ceae241408a685be9c0c.txt,001/HOUSE_OVERSIGHT_017603.txt,Victim Support Structures
ceae241408a685be9c0c.txt,001/HOUSE_OVERSIGHT_017603.txt,Institutional Interfaces
ceae241408a685be9c0c.txt,001/HOUSE_OVERSIGHT_017603.txt,Document Consistency Checks
ceae241408a685be9c0c.txt,001/HOUSE_OVERSIGHT_017603.txt,Recruitment & Grooming Patterns
35c68d60c394c69cf5ed.txt,001/HOUSE_OVERSIGHT_017800.txt,Network & Relationship Mapping
35c68d60c394c69cf5ed.txt,001/HOUSE_OVERSIGHT_017800.txt,Legal Strategy Indicators
35c68d60c394c69cf5ed.txt,001/HOUSE_OVERSIGHT_017800.txt,Recruitment & Grooming Patterns
35c68d60c394c69cf5ed.txt,001/HOUSE_OVERSIGHT_017800.txt,Institutional Interfaces
14386dbcd71441efdf9f.txt,001/HOUSE_OVERSIGHT_017824.txt,Legal Strategy Indicators
14386dbcd71441efdf9f.txt,001/HOUSE_OVERSIGHT_017824.txt,Media Strategy & Public Relations
14386dbcd71441efdf9f.txt,001/HOUSE_OVERSIGHT_017824.txt,Document Consistency Checks
bc9e08f510c3e2534e93.txt,001/HOUSE_OVERSIGHT_017827.txt,Media Strategy & Public Relations
bc9e08f510c3e2534e93.txt,001/HOUSE_OVERSIGHT_017827.txt,Communications Analysis
bc9e08f510c3e2534e93.txt,001/HOUSE_OVERSIGHT_017827.txt,Network & Relationship Mapping
2405946c315da02d57f0.txt,001/HOUSE_OVERSIGHT_018045.txt,Legal Strategy Indicators
35c82d04a0e1635629f4.txt,001/HOUSE_OVERSIGHT_018084.txt,Network & Relationship Mapping
35c82d04a0e1635629f4.txt,001/HOUSE_OVERSIGHT_018084.txt,Financial Patterns
35c82d04a0e1635629f4.txt,001/HOUSE_OVERSIGHT_018084.txt,Timeline Reconstruction
3f30a91440a3721f0edf.txt,001/HOUSE_OVERSIGHT_018119.txt,Timeline Reconstruction
3f30a91440a3721f0edf.txt,001/HOUSE_OVERSIGHT_018119.txt,Legal Strategy Indicators
3f30a91440a3721f0edf.txt,001/HOUSE_OVERSIGHT_018119.txt,Recruitment & Grooming Patterns
3f30a91440a3721f0edf.txt,001/HOUSE_OVERSIGHT_018119.txt,Institutional Interfaces
